original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name,titulos minuscula,Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget
The Demon Inside,The Demon Inside,en,"Years after his release from jail, Sam Parsons is trying to build his life with his wife Courtney and their young daughter Harper. He works hard to provide for his family and afford their beautiful home in their quiet suburban neighborhood. When supernatural occurrences start to happen in the house, Sam fears for the safety of his wife and daughter. When the occurrences turn into attacks, Sam hires Corbin Carlysle and his reality TV show ghost hunting team known as ""The Ghost Killers"", to help him battle the dark entity that's lurking in the shadows of his home. As things start to escalate and it becomes clear that this entity is much more dangerous than your typical ghost, complications arise when Corbin and his team are more focused on fame and fortune. To win this fight Sam must battle his own inner demons and revert back to his violent past. In order to save the ones he loves a Demon must face a Demon.",Face your demon,2017-05-16,/888wwnjWOkVl8lz2R1wgTA5qwJA.jpg,1.642,2,2.0,0,0,95,Released,False,,"Horror, Thriller",,,thedemoninside,The Demon Inside, Horror| Thriller,16-May-17,USA,,6.0,95 min,"Directed by Joey Moran. With Crystal Cook, Lance Eakright, Jake Ryan Hull, John Kviklys. Years after his release from jail, Sam Parsons is trying to build the his life with his wife Courtney and their young daughter Harper. He works hard to provide for his family and afford their beautiful home in their quiet suburban neighborhood. When supernatural occurrences start to happen in the house, Sam fears for the safety of his wife and daughter. When the occurrences turn into attacks, Sam...",Crystal Cook|Lance Eakright|Jake Ryan Hull|John Kviklys|Chloe Lee|Jason Nicholson|Grace Patterson|Joseph Rene|Timothy Talbott|Madeline Thelton|Jack Watkins|Crew Wyard,English,"Dallas, Texas, USA",
Mujer Lobo,She Wolf,en,"She Wolf is a serial killer who traps her men in the subway in Buenos Aires. She seduces, has sex with them and kills them. But one of those men is a police officer who is investigating her crimes. Running away from him she meets a dealer with whom she stars a relationship. This romance unravels a war between her three personalities: the monster woman, the sensual woman and the human woman who can still love.",,2013-09-14,/20I38nOSriW2diRd7iHnC2psTKI.jpg,1.641,6,3.7,0,0,92,Released,False,,"Drama, Horror, Thriller",,,shewolf,She Wolf, Action| Horror| Thriller,20-Sep-13,USA,,5.9,92 min,"Directed by Tamae Garateguy. With Mónica Lairana, Guadalupe Docampo, Luján Ariza, Edgardo Castro. She Wolf is a serial killer who traps her men in the subway in Buenos Aires. She seduces, has sex with them and kills them. But one of those men is a police officer who is investigating her crimes. Running away from him she meets a dealer with whom she stars a relationship. This romance unravels a war between her three personalities: the monster woman, the sensual woman and the human woman who ...",Mónica Lairana|Guadalupe Docampo|Luján Ariza|Edgardo Castro|Nicolás Gold|Guillermo Pfening|Germán Da Silva|César Bordón|Hernán Bustos|Miguel Forza de Paul|Javier De Pietro|José Luciano González|Diego Rinaldi,Spanish,,
SOS: Save Our Skins,SOS: Save Our Skins,en,Two hapless British geeks wake up in New York City only to find that the entire human race has vanished.,What if the last men left on Earth...were idiots?,2014-04-04,/xW8PBWnVU9WLbj63pobS0BRfpeP.jpg,1.641,6,7.5,0,0,98,Released,False,,"Comedy, Horror",,,sossaveourskins,SOS: Save Our Skins, Comedy| Horror,4-Apr-14,USA,,5.4,98 min,"Directed by Kent Sobey. With Sonny Adegboruwa, Tom Bolton, Michael Chwastiak, Tim Cooper. SOS: Save Our Skins is the tale of two hapless British geeks who wake up in New York City only to find that the entire human race has vanished. But as they explore the seemingly empty world before them, Ben and Stephen soon realize they're not alone after all... Juggling sci-fi, comedy and horror, SOS: Save Our Skins sends Ben and Stephen on a desperate journey to find their loved ones, escape ...",Sonny Adegboruwa|Tom Bolton|Michael Chwastiak|Tim Cooper|Chris Hayward|James McDougall|Arcade Riley|Nat Saunders|Peter Serafinowicz|Hannah Spear|Peter Turpin,English,,
Killer Piñata,Killer Piñata,en,"A possessed piñata, seeking to avenge the savagery that humanity has inflicted on his kind, picks off a group of friends, one by one, in an unending night of terror.",Filled With Sweet Revenge,2017-01-18,/he85vX4AUmZIa6VucqXgIszE8Do.jpg,1.641,3,6.0,0,5000,87,Released,False,/owh6Ln4ECFnuyarZkPPnZXOftUQ.jpg,"Comedy, Horror",,,killerpiñata,Killer Piñata, Comedy| Horror,5-Dec-15,USA,,5.6,87 min,"Directed by Stephen Tramontana. With Lindsay Ashcroft, Nate Bryan, Billy Chengary, Sheila Edmiston. A possessed piñata, seeking to avenge the savagery that humanity has inflicted on his kind, picks off a group of friends, one by one, in an unending night of terror.",Lindsay Ashcroft|Nate Bryan|Billy Chengary|Sheila Edmiston|Elvis Garcia|Daniel Hawkes|Eliza-Jane Morris|Davinia Palmer|Steven James Price|Joette Waters|Nick Weeks,English,"Logan Square, Chicago, Illinois, USA","$5,000 "
Monster X,Monster X,en,"Two friends hide in an old theater to escape ravenous hordes of vampires, zombies and werewolves.",The monsters will have their day,2017-03-01,/4OYeP4mlCLiHU9osQnQsh1CuSgL.jpg,1.641,4,4.5,0,0,70,Released,False,/5Jore48f0L3fTLcdobVRIiZPoxe.jpg,Horror,,,monsterx,Monster X, Horror,1-Mar-17,USA,,4.6,,"Directed by Jaysen P. Buterin, Daniel B. Iske, Patrick Rea. With Matt Tatroe. Two friends hide in an old theater to escape ravenous hordes of vampires, zombies and werewolves.",Matt Tatroe,English,,
เน็ต ไอ ดาย สวยตายล่ะมึง!,Net I Die,th,"Monica, a big internet celebrity (aka idol) hangs herself live on her video channel. A year later idols start dying in horribly. All were tagged in Monica's last video, including Sa, a former idol-turned-beauty entrepreneur. Sa's boyfriend Jak investigates. All clues point to Sa's new facial cream.",,2017-08-19,/mhRT30yb4Bkrp0lN8RDyBtYYrRX.jpg,1.641,21,6.0,0,0,86,Released,False,/86ZcDOQHe8CmMwM1eGDuveSR83k.jpg,"Horror, Thriller",,,netidie,Net I Die, Horror| Thriller,17-Aug-17,Thailand,,1.7,86 min,"Directed by Weeratham Preedee. With Kachai Pich, Fahkuelon Ratsameekhae, Klai-Udom Sarantorn. Net idols that have been celebrated in the past. Have launched their own brand cosmetics. And have gathered the most popular net idol today to be the adverts. To display a dazzling review of their cosmetics. But then the horror story. When the presenter, but everyone and everyone related to cosmetics. Can not find the cause And everyone is killed through the horrific Live video channel, so she ...",Kachai Pich|Fahkuelon Ratsameekhae|Klai-Udom Sarantorn,Thai,,
Alpha Girls,Alpha Girls,en,Alpha Girls is about a Sorority House terrorized by an unholy curse of their own creation.,,2013-08-31,/vU3CJq4V46ABAOuxIDTsfMhesDK.jpg,1.637,10,4.7,20000,0,90,Released,False,,"Action, Horror, Science Fiction",,,alphagirls,Alpha Girls, Action| Horror| Sci-Fi,1-Sep-13,USA,R,3.4,90 min,"Directed by Tony Trov, Johnny Zito. With Kacie Marie, Christine Fisler, Falon Joslyn, Victoria Guthrie. Alpha Girls is about a Sorority House terrorized by an unholy curse of their own creation.",Kacie Marie|Christine Fisler|Falon Joslyn|Victoria Guthrie|Nikki Bell|Beverly Rivera|Julie Chen|Nicole Cinaglia|Victor Gennaro|Patrick Maitino|Schooly-D|Ron Jeremy|Alyssa Kempinski|Shawna Ferguson|Norm Schultz,English,"Philadelphia, Pennsylvania, USA","$28,000 "
Marianne,Marianne,sv,"The life of Krister has become an unending nightmare, ever since his wife's death. There seems to be no respite for this man, tormented by the errors of his past and held prisoner by a grim daily existence.",,2011-11-04,/kIMMJYA7jK2ZN2pqfMYYMFD28GS.jpg,1.634,7,5.1,0,0,103,Released,False,,"Drama, Fantasy, Horror, Mystery, Thriller",,,marianne,Marianne, Drama| Fantasy| Horror| Thriller,3-Jul-13,USA,NOT RATED,4.9,103 min,"Directed by Filip Tegstedt. With Thomas Hedengran, Peter Stormare, Tintin Anderzon, Sandra Larsson. After the death of his beloved wife a man begins to fall apart mentally, having dreadful nightmares and finding his family and career affected. As time goes on, he begins to rapidly slip away.",Thomas Hedengran|Peter Stormare|Tintin Anderzon|Sandra Larsson|Dylan M. Johansson|Viktoria Sätter|Helena Löwenmark|Gudrun Mickelsson|Patrik Andersson|Maria Bergsten|Peter Boija|Jonathan Bonin|Stella Edling|Kerstin Hansson|Tim Netzler,Swedish,"Östersund, Jämtlands län, Sweden","  SEK 1,000,000  "
Sorceress,Sorceress,en,"A young woman raised in the US returns to her birth country in Eastern Europe after a devastating tragedy. Questioning her sanity and her sexuality, she starts believing she possesses supernatural powers.","He who in himself sees all things, is all things. -Giordano Bruno",2017-03-25,,1.634,5,4.8,800,0,85,Released,False,,"Drama, Fantasy, Horror",,,sorceress,Sorceress, Drama| Fantasy| Horror| Music| Romance| Thriller,25-Feb-17,USA,,4.6,84 min,"Directed by Naama Kates, Jarkko T. Laine. With Naama Kates, Oona Airola, Maritta Viitamäki, Antti Lattu. A young woman raised in the US returns to her birth country in Eastern Europe after a devastating tragedy. Questioning her sanity and her sexuality, she starts believing she possesses supernatural powers.",Naama Kates|Oona Airola|Maritta Viitamäki|Antti Lattu|Aapo Oranen|Virpi Lehto|Emerald Kristin Barcelona|Tyler Conklin|Emma Duncan|Tan Duong|Michael Haddad|Chasity Londynn|Brian Stevens|John Walker|John Davis Walker,English,"Helsinki, Finland","$500,000 "
Bliss,Bliss,tl,"""Bliss"" tells the story of actress Jane Ciego. Though successful and desirable to many, Jane, now in her 30’s, has become tired of the usual projects she’s been getting. She decides to produce her own film to win respect in the industry. But things do not go as planned. A terrible accident on the set leaves her temporarily crippled, trapped in a house filled with bizarre phenomena, and under the care of her unloving husband and a strange, obsessive nurse. With the horrors and madness escalating each day, Jane’s simple dream turns into an endless nightmare.",Everybody wants a taste of bliss.,2017-05-10,/iTL3z2cc2JA0O4xOPtHUMdqfzew.jpg,1.634,6,6.3,0,0,100,Released,False,/kfp1J4qu53rsateReaXyDmCbvm9.jpg,"Drama, Horror, Mystery, Thriller",,,bliss,Bliss, Drama| Horror| Mystery| Thriller,10-May-17,Philippines,,8.3,,"Directed by Jerrold Tarog. With Iza Calzado, Ian Veneracion, TJ Trinidad, Michael De Mesa. After involving in a film production accident that leaves her crippled, Jane Ciego, a successful actress, slowly transitions into madness after experiencing horrors and torture in her own home.",Iza Calzado|Ian Veneracion|TJ Trinidad|Michael De Mesa|Shamaine Buencamino|Audie Gemora|Adrienne Vergara|Stephanie Sol|Star Orjaliza|Paul Holme|Rolando Inocencio|Dennis Marasigan,Filipino|Tagalog,,
The Profane Exhibit,The Profane Exhibit,en,"Deep within the underbelly of Paris, there is a club which is the home of a secret, wicked society. At first it resembles an ordinary fetish or Goth nightclub, but within the cavernous building are many hidden rooms, one of which is known as ""The Room of Souls,"" a private gathering place of the world's richest and most evil people. Their host is the elegant yet frightening Madame Sabatier. For their amusement each member takes a turn and spins a true tale of depravity.",There are no boundaries,2013-03-22,/8xlT6wv8NBpH6pGTM5b9ZrPdZ9I.jpg,1.633,1,1.0,0,0,90,Released,False,,Horror,,,theprofaneexhibit,The Profane Exhibit, Horror,2013,Canada,,3.4,,"Directed by Jeremy Kasten, Uwe Boll, Ruggero Deodato. With Christine Ahanotu, Dídac Alcaraz, U. Bernard, Stephanie Bertoni. Deep within the underbelly of Paris, there is a club which is the home of a secret, wicked society. At first it resembles an ordinary fetish or Goth nightclub, but within the cavernous building are many hidden rooms, one of which is known as ""The Room of Souls,"" a private gathering place of the world's richest and most evil people. Their host is the elegant yet frightening Madame Sabatier. For ...",Christine Ahanotu|Dídac Alcaraz|U. Bernard|Stephanie Bertoni|Jennifer Bliman|Jiji Bû|Leonardo Capoccia|Tara Cardinal|Beatrice Deodato|Rob Doak|Mario Dominick|L. Dora|Dan Ellis|Norman England|Art Ettinger,English|Japanese,,
นางไม้,Nymph,th,An urban husband and wife travel to the jungle and learn just how precious their relationship is.,,2009-05-20,/pHjZT91IchVo53KNk1Tms22jCuS.jpg,1.632,15,6.4,0,0,91,Released,False,/wj8cBT4izSC1Rs0l3tppJWrYacm.jpg,"Horror, Mystery",,,nymph,Nymph, Drama| Fantasy| Horror| Thriller,1-May-14,Serbia,NOT RATED,4.1,94 min,"Directed by Milan Todorovic. With Kristina Klebe, Franco Nero, Natalie Burn, Dragan Micanovic. Two young American women go on a Mediterranean vacation and uncover the watery lair of a killer mermaid hidden beneath an abandoned military fortress. What was once a carefree adventure becomes a deadly fight for survival.",Kristina Klebe|Franco Nero|Natalie Burn|Dragan Micanovic|Miodrag 'Miki' Krstovic|Slobodan Stefanovic|Sofija Rajovic|Zorana Kostic Obradovic|Jelena Rakocevic|Janko Cekic|Miki Peric|Milena Predic|Mina Sablic|Zarko Dudic|Slobodan Jocic,English|Serbian,"Rose, Montenegro",
The Sins of Dracula,The Sins of Dracula,en,"As the star of his church choir, there's nothing that brings Billy more joy than the opportunity to sing for an audience. However, as his desire to perform grows, the stalwart youth finds that waiting until Sunday to get his fix just simply isn't enough. Going against the advice of his pastor, Billy follows his girlfriend into the world of secular entertainment, joining the local community theatre troupe. There, Billy is introduced to a whole new world, where his fellow thespians dabble in drugs, sexual perversion, and table-top game-play. Yet, for all the newly minted depravities Billy encounters, none could prepare him for the darkest truth of them all: The theatre group is actually a front for a Satanic cult intent on raising Dracula from the grave!",,2014-10-26,/yfts6WIH0BMlqsh4sIE9WXJZYs0.jpg,1.632,4,4.5,20000,0,81,Released,False,,Horror,,,thesinsofdracula,The Sins of Dracula, Comedy| Horror,26-Oct-14,USA,NOT RATED,6.2,81 min,"Directed by Richard Griffin. With Sarah Nicklin, Anna Rizzo, Jose Guns Alves, Jamie Lyn Bagley. When Billy, a young man of faith, joins the local theater group, he finds more than teenagers involved in all manner of vice, but also a secret cult of Devil worshipers who are hell-bent on resurrecting Dracula, the King of Vampires, from his grave. Will Billy survive, or will he suffer the sins of Dracula'",Sarah Nicklin|Anna Rizzo|Jose Guns Alves|Jamie Lyn Bagley|Samantha Acampora|Carmine Capobianco|Jesse Dufault|Tobias Wilson|Jamie Dufault|Elyssa Baldassarri|Michael Thurber|Steven O'Broin|Johnny Sederquist|Christian Masters|Aaron Peaslee,English,"Providence, Rhode Island, USA","$20,000 "
Cuerdas,Prey,es,A girl paralyzed. A rabid dog. A duel to death for survival.,,2020-02-28,/g0v7GKv6oGIfDox0FoB1a52ZRLJ.jpg,1.631,26,6.1,0,4164,87,Released,False,/1Nn68IflKMQ0qjOBgltnJ4eKVdS.jpg,"Horror, Thriller",,,prey,Prey, Comedy| Horror| Thriller,13-Oct-16,Netherlands,,5.3,,"Directed by Dick Maas. With Mark Frost, Mattijn Hartemink, Victor Löw, Sophie van Winden. A zoo veterinarian gets caught up in a grisly adventure as she finds herself leading the city-wide hunt for a monstrous lion terrorizing the Dutch capital of Amsterdam.",Mark Frost|Mattijn Hartemink|Victor Löw|Sophie van Winden|Robin Hagens|Caitlin Rose Williams|Roosmarijn van der Hoek|Bart Klever|Julian Looman|Mamoun Elyounoussi|Jessica Zeylmaker|Reyer Krikke|Daan Aufenacker|Jaap ten Holt|Wesley Mutsaars,Dutch,"Amsterdam, Noord-Holland, Netherlands","  €3,530,000  "
Scary Story Slumber Party,Scary Story Slumber Party,en,3 friends gather together to throw an old fashion Slumber Party like they did in the old days. They begin to tell each other scary stories to liven up the fun. But the fun is leading to something a bit more sinister.,,2017-01-17,/qNw5yi1XLoHQ8M0rVuT8hoLODot.jpg,1.63,3,5.7,0,0,76,Released,False,,"Horror, Thriller",,,scarystoryslumberparty,Scary Story Slumber Party, Horror| Thriller,17-Jan-17,USA,,5.0,76 min,"Directed by John Johnson, Jonathan Moody, Myke Wilson. With Faron Brown, Russell A. Bryan, Takiah Coleman, Brittany Colley. 3 friends gather together to throw an old fashion Slumber Party like they did in the old days. They begin to tell each other scary stories to liven up the fun. But the fun is leading to something a bit more sinister.",Faron Brown|Russell A. Bryan|Takiah Coleman|Brittany Colley|Henry D'Alonzo|Lauren Dawson|Lauren Dawson|Jessica Dole|Heather Dorff|Jay Gates|Jackey Hall|Sierra Holmes|Sarah Kaminski|Casey Lane|Rachael Lang,English,"Richmond, Virginia, USA","$5,000 "
